Gene Symbol,Report Type,Report PMID,Primary Disorder(s),Associated Disorder(s)
KIRREL3,Recent Recommendation,29271092,ASD,
KIRREL3,Support,29362445,,
KIRREL3,Support,30504930,ASD,
KIRREL3,Support,30675382,ASD,
KIRREL3,Recent Recommendation,32503885,"DD, ID, ADHD",
KIT,Primary,23399981,ASD,DD
KLC2,Primary,20797689,ASD,
KLC2,Support,25363760,ASD,
KLF16,Primary,28714951,ASD,
KMO,Primary,17559418,,
KMT2A,Support,22795537,Wiedemann-Steiner syndrome,"DD, ID, ASD"
KMT2A,Primary,25363760,ASD,
KMT2A,Support,25363768,ASD,
KMT2A,Recent Recommendation,25533962,ASD,
KMT2A,Support,25810209,Wiedemann-Steiner syndrome,"DD, ID"
KMT2A,Recent Recommendation,26401017,ASD,
KMT2A,Support,26690532,Wiedemann-Steiner syndrome,DD
KMT2A,Support,27320412,Wiedemann-Steiner syndrome,"Epilepsy/seizures, microcephaly, DD, ID"
KMT2A,Support,27479843,ID,
KMT2A,Support,27620904,Wiedemann-Steiner syndrome,ID
KMT2A,Support,27848944,Wiedemann-Steiner syndrome,"DD, ID"
KMT2A,Support,28263302,ASD,
KMT2A,Support,28991257,Congenital heart disease (CHD),Neurodevelopmental disorders (NDD)
KMT2A,Support,29158550,ID,
KMT2A,Support,29203834,Wiedemann-Steiner syndrome,"ID, hypotonia, stereotypies"
KMT2A,Recent Recommendation,29574747,Wiedemann-Steiner syndrome,ASD
KMT2A,Support,30305169,Wiedemann-Steiner syndrome,
KMT2A,Support,30841869,"DD, ID",Stereotypies
KMT2A,Support,30842647,Microcephaly,DD
KMT2A,Recent Recommendation,31044088,Wiedemann-Steiner syndrome,"ASD, ID, ADHD"
KMT2A,Support,32094338,ASD,
KMT2A,Support,32641752,Rubinstein-Taybisyndrome,"ASD, DD, ID"
KMT2C,Primary,22495309,ASD,
KMT2C,Support,22726846,ID,
KMT2C,Recent Recommendation,25363760,ASD,
KMT2C,Support,25363768,ASD,
KMT2C,Support,25961944,ASD,
KMT2C,Recent Recommendation,26401017,ASD,
KMT2C,Recent Recommendation,26785492,Congenital heart disease (CHD),"ASD, DD"
KMT2C,Support,27632392,ASD,
KMT2C,Support,27824329,ASD,
KMT2C,Support,28263302,ASD,
KMT2C,Support,28714951,ASD,
KMT2C,Support,28867142,ASD,
KMT2C,Recent Recommendation,29069077,ID,ASD
KMT2C,Support,29276005,DD,"ASD, microcephaly"
KMT2C,Support,30564305,ASD,
KMT2C,Support,31673123,TS,
KMT2C,Recent recommendation,31914384,Kleefstra syndrome,
KMT2C,Support,31981491,ASD,
KMT2C,Support,32382396,DD,
KMT2E,Support,22542183,ASD,
KMT2E,Primary,25284784,ASD,
KMT2E,Support,27824329,ASD,
KMT2E,Support,30257206,TS,
KMT2E,Support,30564305,ASD,
KMT2E,Recent Recommendation,30804558,ASD,
KMT2E,Recent Recommendation,31079897,,
KMT2E,Support,31452935,ASD,
KMT2E,Support,31981491,ASD,
KMT2E,Support,32691224,O'Donnell-Luria-Rodan syndrome,"ID, epilepsy/seizures"
KMT5B,Primary,22495306,ASD,
KMT5B,Support,22542183,ASD,
KMT5B,Recent Recommendation,25363760,ASD,
KMT5B,Recent Recommendation,26235986,,
KMT5B,Recent Recommendation,26401017,ASD,
KMT5B,Recent Recommendation,28191889,"ASD, DD, ID",
KMT5B,Support,28263302,ASD,
KMT5B,Support,28554332,ID,
KMT5B,Support,29276005,"DD, ID","ASD, epilepsy/seizures"
KMT5B,Support,30564305,ASD,
KMT5B,Support,31398340,ASD,
KMT5B,Support,31981491,ASD,
KNG1,Primary,32778826,ASD,
KPTN,Primary,24239382,"DD, ID","Epilepsy/seizures, autistic features"
KPTN,Support,25847626,"ID, macrocephaly","Epilepsy/seizures, autistic features"
KPTN,Support,28344757,ASD,
KPTN,Support,30008475,Autosomal recessive mental retardation-41 (MRT41),"ASD, ID, epilepsy/seizures, macrocephaly"
KPTN,Support,32358097,Autosomal recessive mental retardation-41,ASD
KRR1,Primary,26398136,ASD,
KRR1,Support,31398340,ASD,
KRT26,Primary,25961944,ASD,
KRT26,Recent Recommendation,28831199,ASD,
LAMA1,Primary,22843504,ASD,
LAMA1,Support,25363760,ASD,
LAMA1,Support,25363768,ASD,
LAMA1,Support,25533962,Unknown diagnosis,
LAMA1,Positive Association,28472652,Tourette syndrome,
LAMA1,Support,31452935,ASD,
LAMA1,Support,31771860,OCD,
LAMB1,Primary,15128462,ASD,
LAMB1,Support,25363760,ASD,
LAMB1,Support,25363768,ASD,
LAMB1,Positive Association,25774865,ASD subphenotype,
LAMB1,Support,29346770,ASD,
LAMB1,Support,30504930,ASD,
LAMB1,Support,31398340,ASD,
LAMC3,Highly Cited,11162474,,
LAMC3,Recent Recommendation,19907020,,
LAMC3,Recent Recommendation,21572413,,
LAMC3,Primary,21572417,ASD,
LAMC3,Support,23160955,ASD,
LAMC3,Support,23849776,ASD,
LAMC3,Support,26845707,ASD,
LAMC3,Support,27824329,ASD,
LAMC3,Support,30564305,ASD,
LAMC3,Support,31398340,ASD,
LAS1L,Support,25644381,Wilson-Turner syndrome,
LAS1L,Support,27479843,ID,
LAS1L,Support,28135719,DD,
LAS1L,Primary,32193494,ASD,
LAT,Support,20808231,,
LAT,Primary,28965845,,
LDB1,Primary,25363760,ASD,
LDB1,Recent recommendation,31981491,ASD,
LDLR,Primary,32778826,ASD,
LEO1,Primary,25363760,ASD,
LEO1,Support,28135719,DD,
LEO1,Recent Recommendation,29674594,ASD,
LEP,Primary,23275889,ASD,
LILRB2,Primary,25961944,ASD,
LILRB2,Recent Recommendation,28831199,ASD,
LIN7B,Primary,25196215,ASD,
LIN7B,Support,31398340,ASD,
LMX1B,Primary,21901133,ASD,
LNPK,Primary,30032983,"DD, ID, epilepsy/seizures",Autistic features
LPL,Primary,25549968,ASD,
LPL,Recent Recommendation,32778826,ASD,
LRBA,Primary,21358714,ASD,
LRBA,Support,23375656,ASD,
LRBA,Recent Recommendation,26817790,,
LRBA,Support,28831199,ASD,
LRBA,Support,28867142,ASD,
LRBA,Support,31674007,ASD,Macrocephaly
LRFN2,Support,25363768,ASD,
LRFN2,Support,26486473,Learning disability,
LRFN2,Positive Association,27598967,Antisocial personality disorder,
LRFN2,Primary,28604739,"ASD, SCZ",
LRFN5,Primary,19404256,ASD,
LRFN5,Support,20648246,ASD,
LRFN5,Recent Recommendation,22031302,DD,ID
LRFN5,Positive Association,22935194,ASD,
LRFN5,Support,25363760,ASD,
LRFN5,Support,27513193,Neurodevelopment disorder,
LRP1,Primary,25363760,ASD,
LRP1,Support,25363768,ASD,
LRP1,Recent Recommendation,31094488,ASD,SCZ
LRP1,Support,31452935,ASD,
LRP2,Highly Cited,17632512,,
LRP2,Support,22542183,ASD,
LRP2,Primary,22578327,ASD,
LRP2,Support,23033978,ID,"Epilepsy, ASD"
LRP2,Support,25363760,ASD,
LRP2,Support,25533962,"ID, epilepsy/seizures","Microcephaly, hearing impairment"
LRP2,Recent Recommendation,25549968,ASD,
LRP2,Support,25961944,ASD,
LRP2,Positive Association,26398136,ASD,
LRP2,Support,28344757,ASD,
LRP2,Support,28397838,ID,
LRP2,Support,31452935,ASD,
LRP2,Support,32477112,ASD,"ID, epilepsy/seizures"
LRP2BP,Primary,25549968,ASD,
LRP2BP,Support,31398340,ASD,
LRPPRC,Primary,23116158,ASD,
LRPPRC,Support,23275889,ASD,
LRPPRC,Support,25363760,ASD,
LRRC1,Highly Cited,11440998,,
LRRC1,Recent Recommendation,18498353,,
LRRC1,Primary,19404256,ASD,
LRRC1,Positive Association,22935194,ASD,
LRRC1,Positive Association,28540026,ASD,
LRRC1,Support,31398340,ASD,
LRRC4,Primary,23849776,ASD,
LRRC4,Support,25363760,ASD,
LRRC4,Recent Recommendation,29949768,,
LRRC4C,Primary,31981491,ASD,
LRRC7,Primary,22072671,,
LRRC7,Support,25621899,ASD,
LRRC7,Support,29158550,"ID, epilepsy/seizures",
LZTR1,Support,25363768,ASD,
LZTR1,Support,25795793,Noonan syndrome 10,
LZTR1,Primary,25961944,ASD,
LZTR1,Support,29346770,ASD,
LZTR1,Support,29469822,Noonan syndrome 2,
LZTR1,Recent Recommendation,29892012,,
LZTR1,Support,30504930,ASD,
LZTR1,Support,30564305,ASD,ID
LZTR1,Support,30859559,"Noonan syndrome 2, Noonan syndrome 10",
LZTR1,Support,31398340,ASD,
LZTR1,Support,31452935,ASD,
LZTS2,Highly Cited,17000760,,
LZTS2,Recent Recommendation,18490357,,
LZTS2,Primary,19404256,ASD,
LZTS2,Positive Association,22935194,ASD,
MACROD2,Highly Cited,17586838,,
MACROD2,Recent Recommendation,18593871,,
MACROD2,Recent Recommendation,20195527,,
MACROD2,Primary,20663923,ASD,
MACROD2,Recent Recommendation,21257746,,
MACROD2,Negative Association,21656903,ASD,
MACROD2,Support,22738016,Epilepsy,ADHD
MACROD2,Negative Association,22739633,ASD,
MACROD2,Positive Association,22843504,ASD,
MACROD2,Support,23275889,ASD,
MACROD2,Recent Recommendation,23471985,,
MACROD2,Support,24643514,ASD,
MACROD2,Positive Association,25360606,ALTs,
MACROD2,Positive Association,25477900,ASD,
MACROD2,Positive Association,26398136,ASD,
MACROD2,Negative Association,27417655,ASD,
MACROD2,Positive Association,28540026,ASD,
MACROD2,Recent recommendation,30227424,,
MACROD2,Recent Recommendation,30804558,ASD,
MACROD2,Positive Association,32747698,ASD,
MAGED1,Primary,22865874,,
MAGED1,Support,31231135,"ASD, ID",
MAGEL2,Primary,24076603,Schaaf-Yang syndrome,"ASD, ID"
MAGEL2,Support,25473036,Schaaf-Yang syndrome,"DD, ASD"
MAGEL2,Recent Recommendation,26365340,AMC,
MAGEL2,Recent Recommendation,27195816,Schaaf-Yang syndrome,"DD, ID, ASD, epilepsy/seizures"
MAGEL2,Recent Recommendation,27288456,,
MAGEL2,Support,27479843,ID,
MAGEL2,Support,27848944,Schaaf-Yang syndrome,"DD, microcephaly"
MAGEL2,Support,28281571,Schaaf-Yang syndrome,"Features of Opitz trigonocephaly C syndrome, ID"
MAGEL2,Support,28554332,ID,
MAGEL2,Support,28640240,Schaaf-Yang syndrome,DD
MAGEL2,Support,29359444,Schaaf-Yang syndrome,Autistic behavior
MAGEL2,Support,29599419,Chitayat-Hall syndrome,ASD
MAGEL2,Recent Recommendation,30302899,Schaaf-Yang syndrome,ASD
MAGEL2,Support,30323850,Schaaf-Yang syndrome,ASD
MAGEL2,Support,30343463,Schaaf-Yang syndrome,ASD
MAGEL2,Support,31397880,Schaaf-Yang syndrome,"ASD, ADHD"
MAL,Primary,25494366,ASD,
MAL,Support,27219343,"ASD, SCZ",
MAOA,Primary,12919132,ASD,
MAOA,Recent Recommendation,16801953,,
MAOA,Recent Recommendation,16856146,ADHD,
MAOA,Positive Association,19100789,ASD,
MAOA,Support,20485326,DD,
MAOA,Positive Association,20573161,ASD,
MAOA,Support,22850464,,
MAOA,Support,23414621,ASD,DD
MAOA,Recent Recommendation,24169519,"ASD, ID",
MAOA,Positive Association,24291416,ASD,
MAOA,Recent Recommendation,25807999,Brunner syndrome,
MAOA,Support,25969726,ASD,
MAOA,Support,29158550,ID,Behavioral anomalies
MAOA,Support,31906484,ID,
MAOA,Highly Cited,7792602,,
MAOA,Highly Cited,8211186,ID,
MAOB,Support,20485326,DD,
MAOB,Support,22850464,,
MAOB,Primary,23414621,ASD,DD
MAOB,Positive Association,27381555,ASD,
MAOB,Support,28720891,ASD,
MAP1A,Primary,21383861,"ASD, SCZ",
MAP1A,Recent recommendation,31768057,"ASD, ADHD",
MAP1A,Recent recommendation,31981491,ASD,
MAP2,Highly Cited,1465130,,
MAP2,Support,14986829,ASD,
MAP2,Primary,15541002,ASD,
MAP2,Recent Recommendation,17984326,,
MAP2,Recent Recommendation,18572149,,
MAPK1,Primary,21849556,,
MAPK1,Support,27513193,Multiple congenital anomalies,
MAPK12,Primary,25549968,ASD,
MAPK3,Primary,21624971,ASD,
MAPK3,Support,25363760,ASD,
MAPK3,Recent Recommendation,28196412,,
MAPK3,Recent Recommendation,29632383,,
MAPK3,Negative Association,31220273,ASD,
MAPK8IP2,Primary,21048139,,
MAPT-AS1,Primary,32747698,ASD,
MARK1,Recent Recommendation,16803889,,
MARK1,Recent Recommendation,17507984,,
MARK1,Recent Recommendation,17924967,,
MARK1,Primary,18492799,ASD,
MARK1,Recent Recommendation,19536824,,
MARK1,Support,24463507,ASD,
MARK1,Support,25533962,Unknown diagnosis,
MARK1,Recent Recommendation,26938441,,
MARK1,Highly Cited,7706316,,
MARK1,Highly Cited,9108484,,
MBD1,Highly Cited,11371345,,
MBD1,Primary,15967618,ASD,
MBD1,Recent Recommendation,18385101,,
MBD1,Support,19921286,ASD,
MBD1,Highly Cited,2004419,,
MBD1,Recent Recommendation,27920144,,
MBD1,Recent Recommendation,28100736,,
MBD3,Highly Cited,10947852,,
MBD3,Highly Cited,11274056,,
MBD3,Recent Recommendation,19888462,,
MBD3,Primary,19921286,ASD,
MBD4,Highly Cited,10499592,,
MBD4,Highly Cited,12130785,,
MBD4,Recent Recommendation,19109892,,
MBD4,Recent Recommendation,19829383,,
MBD4,Primary,19921286,ASD,
MBD4,Support,25363768,ASD,
MBD4,Support,31398340,ASD,
MBD5,Primary,17847001,ID,
MBD5,Support,18812405,"ID, epilepsy",Autistic behavior
MBD5,Support,19809484,ID,
MBD5,Highly Cited,19904302,,
MBD5,Support,21981781,2q23.1 microdeletion syndrome,"DD, epilepsy"
MBD5,Support,22085995,"DD, epilepsy",
MBD5,Support,22407754,ID,Epilepsy
MBD5,Support,22495309,ASD,
MBD5,Support,22521361,ASD,
MBD5,Support,22726846,ID,
MBD5,Support,23055267,ASD,
MBD5,Support,23375656,ASD,
MBD5,Support,23422940,ID,
MBD5,Support,23494922,DD,"Epilepsy, autistic behaviors"
MBD5,Recent Recommendation,23587880,"DD, ID",ASD
MBD5,Recent Recommendation,23632792,ASD,"DD, ID"
MBD5,Support,23708187,Epilepsy,"ID, ASD, DD"
MBD5,Recent Recommendation,25271084,2q23.1 microdeletion syndrome,Sleep disturbance
MBD5,Support,25356899,"ID, epilepsy/seizures",Absent speech
MBD5,Recent Recommendation,25853262,,
MBD5,Recent Recommendation,25966365,,
MBD5,Recent Recommendation,26401017,ASD,
MBD5,Recent Recommendation,26749308,ASD,
MBD5,Support,27841880,"DD, epilepsy/seizures",PDD
MBD5,Support,27848944,"ASD, DD",
MBD5,Support,28008202,"ASD, SCZ",
MBD5,Support,28649445,"ASD, ADHD, ID",Macrocephaly
MBD5,Support,28714951,ASD,
MBD5,Support,28807762,Epilepsy/seizures,"ASD, ID"
MBD5,Support,30763456,ASD,
MBD5,Support,30923172,"ID, epilepsy/seizures",Microcephaly
MBD5,Support,31290275,"ASD, DD, ID, epilepsy/seizures",
MBD5,Support,31452935,ASD,
MBD5,Recent recommendation,31914384,Kleefstra syndrome,
MBD5,Support,31981491,ASD,
MBD5,Support,32193494,ASD,
MBD6,Primary,23055267,ASD,
MBOAT7,Support,25363760,ASD,
MBOAT7,Primary,27616480,ID,"Epilepsy/seizures, ASD or autistic features"
MBOAT7,Support,30701556,Autosomal recessive mental retardation-57 (MRT57),Autistic features (hand stereotypies)
MBOAT7,Support,31130284,Autosomal recessive mental retardation-57 (MRT57),"DD, autistic features"
MBOAT7,Support,31282596,Branched-chain ketoacid dehydrogenase kinase defic,Macrocephaly
MBOAT7,Support,31398340,ASD,
MBOAT7,Support,31852446,Autosomal recessive mental retardation-57 (MRT57),"DD, ID, epilepsy/seizures"
MBOAT7,Support,32645526,Autosomal recessive mental retardation-57 (MRT57),"DD, ID, epilepsy/seizures, autistic behavior, ster"
MBOAT7,Recent Recommendation,32717741,ASD,
MBOAT7,Support,32744787,Autosomal recessive mental retardation-57 (MRT57),"DD, ID, epilepsy/seizures, ADHD"
MC4R,Support,12490616,,
MC4R,Primary,23754400,,
MC4R,Support,24923239,,
MC4R,Support,25652247,,
MCC,Support,23275889,ASD,
MCC,Support,23375656,ASD,
MCC,Support,23533028,"ID, ASD",Epilepsy
MCC,Support,25997006,,
MCC,Primary,8071957,ASD,adenomatous polyposis coli
MCM4,Primary,24463507,ASD,
MCM4,Recent Recommendation,26938441,,
MCM6,Primary,25363768,ASD,
MCM6,Recent Recommendation,29346770,ASD,
MCPH1,Highly Cited,12046007,,
MCPH1,Highly Cited,16151009,,
MCPH1,Support,18716609,ASD,
MCPH1,Recent Recommendation,19546241,,
MCPH1,Primary,19793310,ASD,
MCPH1,Recent Recommendation,19925808,,
MCPH1,Support,21837366,ASD,
MCPH1,Recent Recommendation,22139841,,
MCPH1,Support,22495311,ASD,
MCPH1,Support,23275889,ASD,
MCPH1,Support,23375656,ASD,
MCPH1,Support,25558065,"DD, microcephaly",
MCPH1,Recent Recommendation,26938441,,
MCPH1,Support,28714951,ASD,
MCPH1,Support,28831199,ASD,
MCPH1,Support,31398340,ASD,
MDGA2,Highly Cited,15019943,,
MDGA2,Recent Recommendation,18762592,Neuroticism,
MDGA2,Primary,19557195,ASD,
MDGA2,Support,22738016,Epilepsy,ADHD
MDGA2,Support,23358245,,
MDGA2,Support,25363760,ASD,
MDGA2,Support,27457812,ID,
MDGA2,Support,31398340,ASD,
MDGA2,Support,32820185,ASD,
MECP2,Primary,10508514,Rett syndrome,
MECP2,Support,10854091,Rett syndrome,
MECP2,Support,10986043,ID,
MECP2,Support,11007980,ID,
MECP2,Support,11309367,ID,
MECP2,Negative Association,11464249,Rett syndrome,
MECP2,Support,11807877,ID,
MECP2,Support,12615169,ID,
MECP2,Support,12707946,Rett syndrome,ASD
MECP2,Support,12770674,ASD,
MECP2,Support,14986829,ASD,
MECP2,Positive Association,15211631,ASD,SCZ
MECP2,Support,15689435,ID,RTT
MECP2,Support,16966553,ID,Epilepsy
MECP2,Recent Recommendation,18678449,ID,
MECP2,Recent Recommendation,18773074,,
MECP2,Recent Recommendation,18817733,,
MECP2,Recent Recommendation,18820302,,
MECP2,Recent Recommendation,19000991,"ASD, RTT",
MECP2,Recent Recommendation,19628041,,
MECP2,Recent Recommendation,20188665,,
MECP2,Recent Recommendation,21068835,,
MECP2,Recent Recommendation,21085180,,
MECP2,Support,21600714,ASD,
MECP2,Support,21624971,ASD,
MECP2,Recent Recommendation,21982370,,
MECP2,Support,22883432,ASD,"ADHD, epilepsy"
MECP2,Support,23020937,ID,"Epilepsy, ASD"
MECP2,Support,23055267,ASD,
MECP2,Recent Recommendation,23220634,,
MECP2,Recent Recommendation,23260135,,
MECP2,Support,23352160,ASD,
MECP2,Support,23352163,ASD,
MECP2,Recent Recommendation,23440186,,
MECP2,Recent Recommendation,23452848,,
MECP2,Recent Recommendation,23770565,,
MECP2,Recent Recommendation,23770587,,
MECP2,Recent Recommendation,24150225,,
MECP2,Recent Recommendation,24285883,,
MECP2,Recent Recommendation,24448211,,
MECP2,Support,24776741,SCZ,
MECP2,Recent Recommendation,24916645,,
MECP2,Support,25167861,ID,
MECP2,Support,25473036,"ID, epilepsy",ADHD
MECP2,Support,25533962,DD,Stereotypic behavior
MECP2,Support,25914188,Rett syndrome,Epilepsy
MECP2,Support,26490184,ID,ASD
MECP2,Support,26666243,"DD, epilepsy/seizures","Developmental regression, hypotonia"
MECP2,Support,26845707,ASD,
MECP2,Support,26936630,ID,Epilepsy/seizures
MECP2,Support,27159028,ID,
MECP2,Support,27799067,DD,"Behavioral abnormalities (self-injurious, aggressi"
MECP2,Support,27824329,ASD,
MECP2,Support,27848944,Rett syndrome,"DD, ID, hypotonia"
MECP2,Support,27864847,Epilepsy/seizures,Rett syndrome
MECP2,Support,28230711,ASD,SCZ
MECP2,Support,28263302,ASD,Rett syndrome
MECP2,Support,28333917,DD,
MECP2,Support,28394482,"Rett syndrome, X-linked intellectual disability",
MECP2,Support,28397838,ID,
MECP2,Support,28554332,"ASD, ID, epilepsy/seizures",
MECP2,Support,28785396,ASD,
MECP2,Support,28831199,ASD,
MECP2,Support,29141583,MECP2 duplication syndrome,"ASD, ID, epilepsy/seizures"
MECP2,Support,29286531,"DD, epilepsy/seizures",
MECP2,Recent Recommendation,29618507,MECP2 duplication syndrome,Stereotypic movements
MECP2,Support,30091983,DD,
MECP2,Support,30417326,Rett syndrome,
MECP2,Support,30564305,ASD,
MECP2,Support,30675382,ASD,
MECP2,Support,30842647,Microcephaly,"DD, ID"
MECP2,Support,30945278,"DD, ID","ASD, epilepsy/seizures"
MECP2,Support,31031587,ASD,"ID, epilepsy/seizures"
MECP2,Support,31130284,"DD, ID","Epilepsy/seizures, ASD, stereotypies"
MECP2,Support,31134136,ASD,Rett syndrome
MECP2,Support,31139143,"ASD, epilepsy/seizures",
MECP2,Support,31178897,"DD, ID",
MECP2,Support,31209962,"ID, ASD or autistic traits",
MECP2,Support,31452935,ASD,
MECP2,Support,32094338,ASD,
MECP2,Support,32469098,"ID, epilepsy/seizures",
MECP2,Support,32477112,ASD,"Epilepsy/seizures, Rett syndrome"
MECP2,Support,32631363,"DD, epilepsy/seizures",Autistic behavior
MECP2,Support,32722525,ASD,"Developmental regression, epilepsy/seizures"
MECP2,Support,32851591,,
MECP2,Highly Cited,9038338,,
MECP2,Highly Cited,9620804,,
MED12,Highly Cited,10480376,,
MED12,Negative Association,11039861,ASD,
MED12,Primary,11840515,ASD,
MED12,Recent Recommendation,16538184,SCZ,
MED12,Recent Recommendation,16712834,,
MED12,Highly Cited,17334363,"ID, DD",
MED12,Highly Cited,17369503,"ID, DD",ASD
MED12,Support,18691967,,
MED12,Support,23000143,ID,
MED12,Recent Recommendation,23091001,,
MED12,Support,23395478,ID,ASD
MED12,Support,25533962,DD,Dysmorphic features
MED12,Support,26273451,ID,
MED12,Support,26845707,ASD,
MED12,Support,27159028,ID,ASD
MED12,Support,27334371,"ASD, ID, epilepsy/seizures",
MED12,Support,27500536,ID,
MED12,Support,27848944,"DD, microcephaly",
MED12,Support,29158550,ID,Behavioral anomalies
MED12,Support,29286531,"DD, epilepsy/seizures, microcephaly",
MED12,Support,31906484,ID,
MED12L,Primary,25363768,ASD,
MED12L,Support,28263302,ASD,
MED12L,Recent Recommendation,31155615,"DD, ID",ASD or autistic features
MED12L,Support,31452935,ASD,
MED13,Primary,25363768,ASD,
MED13,Recent Recommendation,28263302,ASD,
MED13,Support,28554332,"ID, ADHD, pervasive developmental disorder (PDD)",
MED13,Recent Recommendation,29740699,"DD, ID","ASD, ADHD"
MED13L,Primary,22542183,ASD,
MED13L,Support,25167861,ID,
MED13L,Support,25356899,ID,"Speech delay, motor delay"
MED13L,Recent Recommendation,25363768,ASD,
MED13L,Support,25533962,"ASD, DD, ID",
MED13L,Support,25712080,"DD, ID",
MED13L,Recent Recommendation,25758992,ID,Autistic features
MED13L,Support,25969726,ASD,
MED13L,Recent Recommendation,26401017,ASD,
MED13L,Support,27479843,ID,
MED13L,Support,27500536,ID,Autistic behavior
MED13L,Support,27667684,ASD,
MED13L,Support,27824329,ASD,
MED13L,Support,28191889,ASD,
MED13L,Support,28371282,Mental retardation and distinctive facial features,"DD, ID"
MED13L,Support,28554332,ID,
MED13L,Support,28645799,"DD, ID, epilepsy/seizures","Hypotonia, dysmorphic features"
MED13L,Support,28708303,ID,
MED13L,Support,29100083,Epilepsy/seizures,DD/ID
MED13L,Support,29158550,ID,Hypotonia
MED13L,Support,29346770,ASD,
MED13L,Recent Recommendation,29511999,"DD, ID",Autistic features
MED13L,Support,29959045,Mental retardation and distinctive facial features,ASD or autistic features
MED13L,Support,30008475,Mental retardation and distinctive facial features,Congenital heart defects
MED13L,Support,30091983,DD,"Epilepsy/seizures, autistic features"
MED13L,Support,30564305,ASD,
MED13L,Support,31038196,ASD,
MED13L,Support,31178897,Speech delay,
MED13L,Support,31209962,"ID, ASD or autistic traits",
MED13L,Support,31231135,ID,
MED13L,Support,31406558,ASD,
MED13L,Support,31452935,ASD,
MED13L,Support,31981491,ASD,
MED13L,Support,32646507,Mental retardation and distinctive facial features,"DD, ID, autistic features"
MEF2C,Recent Recommendation,18278031,,
MEF2C,Recent Recommendation,18599437,,
MEF2C,Recent Recommendation,19109909,,
MEF2C,Primary,20412115,ASD,"MR, epilepsy"
MEF2C,Recent Recommendation,20434996,,
MEF2C,Recent Recommendation,20513142,ID,
MEF2C,Recent Recommendation,22031302,DD,
MEF2C,Support,22495311,ASD,
MEF2C,Support,23001426,ID,"Epilepsy, autistic behaviors"
MEF2C,Support,23260144,,
MEF2C,Support,23389741,Epilepsy/seizures,"Stereotypies, absent speech"
MEF2C,Support,23708187,Epilepsy,"ID, ASD, DD"
MEF2C,Support,25217958,"ASD, DD, ID",
MEF2C,Support,25533962,Epilepsy/seizures,
MEF2C,Support,27255693,"ID, epilepsy/seizures",Autistic features
MEF2C,Support,27525107,ASD,
MEF2C,Recent Recommendation,27595386,,
MEF2C,Support,27667684,ASD,
MEF2C,Support,27779093,,
MEF2C,Recent Recommendation,27841880,"DD, ID, epilepsy/seizures",ASD
MEF2C,Support,27864847,Epilepsy/seizures,ASD
MEF2C,Recent Recommendation,27989458,,
MEF2C,Support,28554332,"ID, epilepsy/seizures","Macrocephaly, hypotonia"
MEF2C,Support,28714951,ASD,
MEF2C,Support,29100083,Epilepsy/seizures,DD/ID
MEF2C,Positive Association,29483656,SCZ,
MEF2C,Support,30376817,"ID, epilepsy/seizures",Autistic features
MEF2C,Support,30504930,ASD,
MEF2C,Support,30763456,ASD,
MEF2C,Support,30923172,"ID, epilepsy/seizures",ASD
MEF2C,Support,31031587,ASD,ID
MEF2C,Support,31375103,ID,"DD, ADHD"
MEF2C,Support,32418612,Autosomal dominant mental retardation syndrome-20,"ASD, stereotypy"
MEF2C,Highly Cited,9069290,,
MEF2C,Highly Cited,9162005,,
MEGF10,Positive Association,18179784,SCZ,
MEGF10,Negative Association,20813413,SCZ,
MEGF10,Primary,28536440,ASD,
MEGF10,Positive Association,28540026,ASD,
MEGF10,Support,28714951,ASD,
MEGF10,Support,31398340,ASD,
MEGF11,Primary,22495306,ASD,
MEGF11,Support,22495309,ASD,
MEGF11,Support,25363760,ASD,
MEGF11,Recent Recommendation,28714951,,
MEGF11,Support,31398340,ASD,
MEIS2,Primary,25712757,"Cleft palate, cardiac defects, and mental retardat",ASD
MEIS2,Support,28263302,ASD,
MEIS2,Support,28736618,"Cleft palate, cardiac defects, and mental retardat",Autistic behavior
MEIS2,Recent Recommendation,30055086,"Cleft palate, cardiac defects, and mental retardat",ASD
MEIS2,Support,30291340,"Cleft palate, cardiac defects, and mental retardat",ASD
MEIS2,Support,30923172,"ID, epilepsy/seizures",Microcephaly
MEIS2,Support,31452935,ASD,
MEMO1,Primary,25363768,ASD,
MEMO1,Recent Recommendation,31277925,,
MET,Highly Cited,11114738,,
MET,Highly Cited,11430831,,
MET,Recent Recommendation,16201992,,
MET,Primary,17053076,ASD,
MET,Recent Recommendation,17065554,,
MET,Recent Recommendation,17696172,ASD,
MET,Recent Recommendation,18664491,,
MET,Positive Association,19002214,ASD,
MET,Recent Recommendation,19226509,,
MET,Positive Association,19255034,ASD,
MET,Positive Association,19360663,ASD,
MET,Positive Association,19548256,ASD,
MET,Recent Recommendation,19595710,,
MET,Positive Association,19681062,ASD,
MET,Recent Recommendation,19732764,ASD,
MET,Recent Recommendation,20080979,SCZ,
MET,Positive Association,20615438,ASD,
MET,Recent Recommendation,20853516,,
MET,Recent Recommendation,21490227,,
MET,Recent Recommendation,21832174,,
MET,Recent Recommendation,22558359,,
MET,Recent Recommendation,22958829,ASD,
MET,Recent Recommendation,23097380,,
MET,Support,23375656,ASD,
MET,Recent Recommendation,23787772,,
MET,Recent Recommendation,24150225,,
MET,Recent Recommendation,24240654,,
MET,Recent Recommendation,24909855,ASD,
MET,Support,25533962,Unknown diagnosis,
